location_id,country,province_or_state,city,location_code
l612,United Kingdom,West Midlands,Birmingham,Rural
l613,United Kingdom,Greater London,London,Rural
l614,United Kingdom,Greater London,London,Suburban
l615,United Kingdom,Brighton and Hove,Maldon Road,Urban
l616,United Kingdom,Greater London,London,Rural
l617,Canada,New Brunswick,Fredericton,Suburban
l618,United Kingdom,Luton,Carlton Crescent,Urban
l619,United States,California,Los Angeles,Suburban
l620,Canada,Quebec,Montreal,Urban
l621,Germany,Berlin,Berlin,Urban
l622,United States,Colorado,Boulder,Urban
l623,United States,Alabama,Mobile,Rural
l624,United Kingdom,Oxfordshire,Oxford,Rural
l625,Germany,Saarland,Saarbrucken,Suburban
l626,United Kingdom,Hampshire,Southampton,Rural
l627,Germany,Berlin,Berlin,Urban
l628,United States,Connecticut,Hartford,Suburban
l629,Germany,Nordrhein-Westfalen,Dortmund,Rural
l630,United Kingdom,Greater London,London,Suburban
l631,United States,Alaska,Juneau,Suburban
l632,United States,California,Los Angeles,Rural
l633,Germany,Berlin,Berlin,Urban
l634,Canada,Quebec,Montreal,Rural
l635,United States,Colorado,Boulder,Suburban
l636,Germany,Bremen,Bremen,Rural
l637,Canada,Quebec,Montreal,Suburban
l638,United States,California,San Diego,Rural
l639,Canada,Manitoba,Winnipeg,Urban
l640,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l641,United States,Florida,Miami,Rural
l642,United States,California,San Francisco,Suburban
l643,United States,California,Pasadena,Rural
l644,United States,Colorado,Boulder,Suburban
l645,Germany,Bayern,Landshut,Suburban
l646,United Kingdom,West Midlands,Birmingham,Urban
l647,Germany,Bayern,Munchen,Suburban
l648,United Kingdom,West Midlands,Birmingham,Suburban
l649,United States,Connecticut,Norwalk,Urban
l650,United States,California,Oakland,Rural
l651,Canada,Ontario,Toronto,Suburban
l652,Germany,Hamburg,Hamburg,Rural
l653,United Kingdom,Brighton and Hove,Maldon Road,Rural
l654,United Kingdom,West Midlands,Birmingham,Urban
l655,Canada,Ontario,Toronto,Suburban
l656,Germany,Berlin,Berlin,Suburban
l657,Canada,Manitoba,Winnipeg,Suburban
l658,United Kingdom,Greater London,London,Suburban
l659,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l660,United States,Colorado,Denver,Urban
l661,United Kingdom,Greater London,London,Urban
l662,Germany,Hessen,Frankfurt,Rural
l663,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l664,Canada,Ontario,Toronto,Rural
l665,Canada,Ontario,Sudbury,Suburban
l666,Germany,Sachsen-Anhalt,Magdeburg,Suburban
l667,Canada,Alberta,Edmonton,Rural
l668,Canada,Ontario,Toronto,Urban
l669,United Kingdom,Greater London,London,Suburban
l670,United States,California,San Francisco,Urban
l671,United Kingdom,Oxfordshire,Oxford,Rural
l672,Germany,Hessen,Frankfurt,Urban
l673,Canada,Ontario,Ottawa,Suburban
l674,United Kingdom,Hampshire,Southampton,Rural
l675,Germany,Sachsen,Dresden,Suburban
l676,Canada,Ontario,Toronto,Rural
l677,United Kingdom,Greater London,London,Rural
l678,United States,Colorado,Boulder,Rural
l679,United Kingdom,Greater London,London,Rural
l680,Canada,Ontario,Toronto,Rural
l681,Canada,Manitoba,Winnipeg,Suburban
l682,United States,Florida,Orlando,Rural
l683,United Kingdom,Greater London,London,Urban
l684,United Kingdom,Reading,Robindale Avenue,Urban
l685,United States,Colorado,Boulder,Urban
l686,Germany,Baden-Wurttemberg,Mannheim,Urban
l687,United States,Colorado,Colorado Springs,Suburban
l688,Canada,Ontario,Sudbury,Suburban
l689,United Kingdom,Greater London,London,Rural
l690,United States,California,Pasadena,Urban
l691,Germany,Hamburg,Hamburg,Urban
l692,Canada,Ontario,Toronto,Rural
l693,United Kingdom,Hampshire,Southampton,Suburban
l694,Canada,British Columbia,Whistler,Urban
l695,United States,Alaska,Juneau,Urban
l696,Canada,Manitoba,Winnipeg,Suburban
l697,United Kingdom,Greater London,London,Rural
l698,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l699,United States,Alaska,Anchorage,Rural
l700,Germany,Nordrhein-Westfalen,Krefeld,Suburban
l701,United Kingdom,Hampshire,Southampton,Urban
l702,Germany,Hessen,Frankfurt,Suburban
l703,United Kingdom,Brighton and Hove,Eley Drive,Rural
l704,United States,Alabama,Birmingham,Urban
l705,Canada,Ontario,Sudbury,Suburban
l706,United Kingdom,Reading,Ilkley Road,Urban
l707,Germany,Hessen,Frankfurt,Urban
l708,Canada,Alberta,Edmonton,Rural
l709,Canada,Ontario,Ottawa,Suburban
l710,United Kingdom,Bristol,Lower Cheltenham Place,Rural
l711,Canada,Alberta,Edmonton,Rural
l712,Canada,Ontario,Toronto,Rural
l713,Germany,Hessen,Frankfurt,Suburban
l714,United States,California,Anaheim,Suburban
l715,Germany,Bayern,Munchen,Suburban
l716,United States,Alabama,Mobile,Rural
l717,Germany,Saarland,Saarbrucken,Suburban
l718,Germany,Rheinland-Pfalz,Mainz,Rural
l719,Canada,Ontario,Toronto,Suburban
l720,United Kingdom,Hampshire,Southampton,Suburban
l721,United States,Georgia,Atlanta,Rural
l722,Germany,Hessen,Frankfurt,Rural
l723,Germany,Nordrhein-Westfalen,Arnsberg,Rural
l724,Canada,Alberta,Edmonton,Urban
l725,Canada,Alberta,Calgary,Suburban
l726,Germany,Berlin,Berlin,Rural
l727,United Kingdom,Greater London,London,Suburban
l728,United States,Colorado,Denver,Suburban
l729,Germany,Berlin,Berlin,Suburban
l730,Canada,Quebec,Quebec City,Urban
l731,United States,Arizona,Phoenix,Rural
l732,United States,Colorado,Boulder,Urban
l733,Canada,Ontario,Trenton,Urban
l734,United Kingdom,Greater London,London,Urban
l735,United States,Alabama,Mobile,Rural
l736,United Kingdom,Hampshire,Southampton,Suburban
l737,Canada,Newfoundland,St. John's,Suburban
l738,Germany,Hessen,Frankfurt,Rural
l739,Germany,Niedersachsen,Hannover,Rural
l740,United States,Florida,Miami,Rural
l741,United States,California,Los Angeles,Suburban
l742,Canada,British Columbia,Kelowna,Urban
l743,Germany,Bayern,Munchen,Rural
l744,United Kingdom,Oxfordshire,Oxford,Suburban
l745,United Kingdom,Greater London,London,Rural
l746,United Kingdom,Greater London,London,Urban
l747,United States,Alaska,Juneau,Urban
l748,Germany,Bayern,Munchen,Urban
l749,United Kingdom,West Midlands,Birmingham,Suburban
l750,Germany,Hessen,Frankfurt,Suburban
l751,Canada,Ontario,Toronto,Suburban
l752,United States,Florida,Miami,Rural
l753,Canada,Ontario,Toronto,Rural
l754,United States,California,Los Angeles,Suburban
l755,United Kingdom,Greater London,London,Urban
l756,United Kingdom,Greater London,London,Urban
l757,United States,Colorado,Colorado Springs,Rural
l758,Canada,Quebec,Montreal,Rural
l759,United Kingdom,Greater London,London,Rural
l760,United Kingdom,Greater London,London,Rural
l761,United States,California,Los Angeles,Suburban
l762,Canada,British Columbia,Vancouver,Suburban
l763,Germany,Berlin,Berlin,Suburban
l764,Canada,Manitoba,Winnipeg,Rural
l765,United States,Alaska,Juneau,Rural
l766,Canada,Ontario,Toronto,Rural
l767,United Kingdom,Bristol,The Crescent,Rural
l768,United Kingdom,West Midlands,Birmingham,Urban
l769,United Kingdom,Oxfordshire,Oxford,Suburban
l770,Canada,British Columbia,Victoria,Suburban
l771,Germany,Berlin,Berlin,Rural
l772,Canada,Manitoba,Winnipeg,Suburban
l773,Germany,Nordrhein-Westfalen,Bonn,Rural
l774,Canada,Ontario,Toronto,Rural
l775,Germany,Nordrhein-Westfalen,Bonn,Suburban
l776,Canada,Ontario,Thunder Bay,Rural
l777,United Kingdom,Greater London,London,Urban
l778,United States,California,Los Angeles,Urban
l779,Canada,Quebec,Tremblant,Rural
l780,United Kingdom,West Midlands,Birmingham,Urban
l781,Canada,Quebec,Hull,Suburban
l782,United Kingdom,Reading,Back Lane,Rural
l783,Germany,Bayern,Munchen,Urban
l784,Germany,Bremen,Bremen,Suburban
l785,Germany,Bremen,Bremen,Urban
l786,Germany,Bayern,Munchen,Rural
l787,United States,California,Los Angeles,Rural
l788,United Kingdom,Oxfordshire,Oxford,Rural
l789,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l790,United States,California,San Clara,Urban
l791,United States,Delaware,Wilmington,Rural
l792,United States,California,Oakland,Suburban
l793,Germany,Bayern,Nurnberg,Rural
l794,Germany,Rheinland-Pfalz,Mainz,Suburban
l795,Canada,Quebec,Quebec City,Rural
l796,United Kingdom,Reading,Ilkley Road,Urban
l797,Germany,Bayern,Munchen,Rural
l798,United States,Florida,Miami,Rural
l799,Germany,Saarland,Saarbrucken,Suburban
l800,United States,Georgia,Atlanta,Urban
l801,Canada,Alberta,Edmonton,Rural
l802,United Kingdom,West Midlands,Birmingham,Rural
l803,United Kingdom,Greater London,London,Urban
l804,Canada,Ontario,Toronto,Suburban
l805,Canada,Saskatchewan,Regina,Urban
l806,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l807,United Kingdom,Oxfordshire,Oxford,Suburban
l808,United Kingdom,Greater London,London,Urban
l809,Canada,British Columbia,Vancouver,Urban
l810,United States,California,Los Angeles,Suburban
l811,United States,Arizona,Tucson,Urban
l812,Germany,Bremen,Bremen,Urban
l813,United States,California,Berkeley,Rural
l814,Canada,Ontario,Thunder Bay,Urban
l815,Canada,Yukon,Whitehorse,Urban
l816,United Kingdom,Greater London,London,Rural
l817,Canada,Ontario,Thunder Bay,Urban
l818,United States,DC,Washington,Rural
l819,United States,California,San Diego,Suburban
l820,Canada,British Columbia,Kelowna,Rural
l821,Germany,Hamburg,Hamburg,Rural
l822,United States,Florida,Miami,Rural
l823,Germany,Berlin,Berlin,Suburban
l824,United States,Florida,Miami,Suburban
l825,United States,Florida,Miami,Suburban
l826,United Kingdom,West Midlands,Birmingham,Suburban
l827,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l828,Canada,Quebec,Montreal,Suburban
l829,Canada,Quebec,Tremblant,Suburban
l830,United States,California,Los Angeles,Suburban
l831,Canada,Ontario,Trenton,Suburban
l832,United States,California,Oakland,Rural
l833,United Kingdom,Greater London,London,Urban
l834,United States,California,San Francisco,Urban
l835,United States,Arizona,Tucson,Urban
l836,United Kingdom,Oxfordshire,Oxford,Rural
l837,United States,California,San Francisco,Suburban
l838,Germany,Hamburg,Hamburg,Rural
l839,United Kingdom,Hampshire,Southampton,Rural
l840,Germany,Bayern,Munchen,Rural
l841,United States,California,San Diego,Rural
l842,United States,Arkansas,Little Rock,Urban
l843,United States,Florida,Miami,Urban
l844,United Kingdom,Greater London,London,Rural
l845,Canada,Alberta,Peace River,Rural
l846,Canada,Quebec,Tremblant,Rural
l847,United Kingdom,Hampshire,Southampton,Urban
l848,Canada,Ontario,Ottawa,Rural
l849,Germany,Hamburg,Hamburg,Suburban
l850,United Kingdom,Brighton and Hove,Franklin Street,Rural
l851,Germany,Nordrhein-Westfalen,Bonn,Urban
l852,United States,Alaska,Anchorage,Urban
l853,Canada,Quebec,Montreal,Suburban
l854,United Kingdom,Brighton and Hove,Franklin Street,Rural
l855,United Kingdom,Greater London,London,Urban
l856,Canada,British Columbia,Vancouver,Urban
l857,United States,Florida,Miami,Rural
l858,United States,Colorado,Denver,Suburban
l859,Canada,Alberta,Edmonton,Suburban
l860,Germany,Rheinland-Pfalz,Mainz,Rural
l861,Germany,Nordrhein-Westfalen,Bonn,Rural
l862,Germany,Hessen,Frankfurt,Suburban
l863,United States,Alabama,Birmingham,Rural
l864,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l865,Canada,Quebec,Hull,Suburban
l866,United Kingdom,West Midlands,Birmingham,Rural
l867,United Kingdom,Oxfordshire,Oxford,Suburban
l868,United States,Arizona,Phoenix,Suburban
l869,Canada,Ontario,Toronto,Rural
l870,Canada,British Columbia,Dawson Creek,Rural
l871,Canada,Ontario,Toronto,Suburban
l872,United Kingdom,Shropshire,Telford,Suburban
l873,Canada,British Columbia,Vancouver,Suburban
l874,United States,Arkansas,Fayetteville,Suburban
l875,Canada,Ontario,Ottawa,Rural
l876,Canada,New Brunswick,Fredericton,Suburban
l877,Canada,Ontario,Thunder Bay,Urban
l878,Germany,Nordrhein-Westfalen,Dortmund,Suburban
l879,United Kingdom,Oxfordshire,Oxford,Rural
l880,United States,California,San Francisco,Suburban
l881,United Kingdom,Hampshire,Southampton,Urban
l882,Germany,Bayern,Aachen,Rural
l883,Canada,British Columbia,Vancouver,Suburban
l884,Germany,Hessen,Russelsheim,Suburban
l885,Germany,Bremen,Bremen,Rural
l886,Canada,Quebec,Montreal,Rural
l887,United States,Colorado,Denver,Suburban
l888,United States,Arkansas,Little Rock,Suburban
l889,United States,California,San Francisco,Suburban
l890,Germany,Hessen,Frankfurt,Rural
l891,Canada,Quebec,Montreal,Suburban
l892,United Kingdom,Reading,Ilkley Road,Rural
l893,Canada,Newfoundland,St. John's,Urban
l894,United States,Colorado,Boulder,Rural
l895,United States,Delaware,Wilmington,Urban
l896,Germany,Berlin,Berlin,Suburban
l897,United States,Colorado,Denver,Rural
l898,Germany,Nordrhein-Westfalen,Koln,Suburban
l899,United Kingdom,Hampshire,Southampton,Urban
l900,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l901,Canada,Ontario,Ottawa,Suburban
l902,United Kingdom,Hampshire,Southampton,Suburban
l903,United Kingdom,West Midlands,Birmingham,Rural
l904,Canada,British Columbia,Dawson Creek,Urban
l905,United Kingdom,West Midlands,Birmingham,Urban
l906,United States,California,San Francisco,Urban
l907,Canada,Ontario,Ottawa,Urban
l908,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l909,United Kingdom,Greater London,London,Suburban
l910,Germany,Baden-Wurttemberg,Mannheim,Rural
l911,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l912,United Kingdom,Reading,Woodwaye,Urban
l913,United Kingdom,Greater London,London,Rural
l914,Canada,Nova Scotia,Halifax,Rural
l915,Canada,Ontario,Toronto,Urban
l916,United Kingdom,Hampshire,Southampton,Rural
l917,Germany,Bayern,Landshut,Urban
l918,Germany,Saarland,Saarbrucken,Urban
l919,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l920,United States,Arkansas,Fayetteville,Suburban
l921,United States,California,San Diego,Suburban
l922,Canada,British Columbia,Kelowna,Suburban
l923,Germany,Sachsen-Anhalt,Magdeburg,Suburban
l924,Canada,Nova Scotia,Halifax,Suburban
l925,Canada,Ontario,Toronto,Suburban
l926,United Kingdom,West Midlands,Birmingham,Rural
l927,United States,Alabama,Mobile,Suburban
l928,United Kingdom,Greater London,London,Rural
l929,Canada,British Columbia,Vancouver,Suburban
l930,United Kingdom,Greater London,London,Urban
l931,Canada,Ontario,Toronto,Rural
l932,Germany,Baden-Wurttemberg,Leonberg,Rural
l933,Canada,Ontario,Thunder Bay,Rural
l934,Canada,Ontario,Toronto,Urban
l935,Canada,Quebec,Montreal,Suburban
l936,United States,Arizona,Tucson,Suburban
l937,United States,Georgia,Atlanta,Urban
l938,Canada,Manitoba,Winnipeg,Rural
l939,Canada,Quebec,Montreal,Suburban
l940,United States,California,San Francisco,Suburban
l941,United Kingdom,Reading,Ilkley Road,Rural
l942,Canada,Ontario,Toronto,Rural
l943,United Kingdom,Greater London,London,Suburban
l944,United States,Florida,Miami,Rural
l945,United States,California,Los Angeles,Rural
l946,United States,Connecticut,Norwalk,Suburban
l947,United States,Florida,Orlando,Rural
l948,Canada,British Columbia,Victoria,Suburban
l949,Germany,Hessen,Frankfurt,Rural
l950,Canada,Quebec,Montreal,Rural
l951,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l952,United Kingdom,Greater London,London,Urban
l953,United Kingdom,Reading,Ilkley Road,Rural
l954,Germany,Hessen,Frankfurt,Urban
l955,United States,Alabama,Birmingham,Urban
l956,United States,Arizona,Tucson,Urban
l957,United States,California,Berkeley,Suburban
l958,United Kingdom,Hampshire,Southampton,Rural
l959,United Kingdom,West Midlands,Birmingham,Suburban
l960,Germany,Saarland,Saarbrucken,Urban
l961,Germany,Rheinland-Pfalz,Mainz,Rural
l962,United Kingdom,Greater London,London,Suburban
l963,United States,California,San Diego,Rural
l964,Germany,Hessen,Frankfurt,Rural
l965,United Kingdom,West Midlands,Birmingham,Urban
l966,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l967,Germany,Hessen,Frankfurt,Rural
l968,United Kingdom,Luton,Carlton Crescent,Urban
l969,United Kingdom,Greater London,London,Urban
l970,United Kingdom,Bristol,The Crescent,Urban
l971,United States,Florida,Miami,Suburban
l972,United Kingdom,Nottinghamshire,Nottingham,Suburban
l973,Germany,Hessen,Frankfurt,Rural
l974,Canada,Alberta,Banff,Rural
l975,Canada,New Brunswick,Moncton,Rural
l976,United States,Georgia,Atlanta,Suburban
l977,United States,California,Oakland,Suburban
l978,Canada,British Columbia,Kelowna,Suburban
l979,Germany,Bremen,Bremen,Suburban
l980,United Kingdom,Reading,Robindale Avenue,Suburban
l981,United States,California,Oakland,Urban
l982,Germany,Bayern,Munchen,Rural
l983,Germany,Bremen,Bremen,Rural
l984,Canada,Ontario,Trenton,Suburban
l985,United States,DC,Washington,Suburban
l986,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l987,Canada,New Brunswick,Fredericton,Urban
l988,United Kingdom,Luton,Carlton Crescent,Suburban
l989,United Kingdom,Greater London,London,Urban
l990,United States,California,Los Angeles,Urban
l991,United States,California,Los Angeles,Suburban
l992,United States,California,San Diego,Urban
l993,United Kingdom,Greater London,London,Rural
l994,Canada,Ontario,Toronto,Urban
l995,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l996,Germany,Hessen,Frankfurt,Suburban
l997,Germany,Bayern,Munchen,Urban
l998,United Kingdom,Reading,Mayfield Drive,Suburban
l999,United Kingdom,West Midlands,Birmingham,Urban
l1000,United States,Colorado,Boulder,Rural
l1001,United States,Alabama,Birmingham,Rural
l1002,United States,Florida,Miami,Urban
l1003,Canada,Quebec,Hull,Rural
l1004,United States,Arizona,Phoenix,Rural
l1005,United States,California,San Francisco,Rural
l1006,United States,Florida,Miami,Rural
l1007,Canada,Ontario,Thunder Bay,Suburban
l1008,United States,California,San Francisco,Rural
l1009,Canada,British Columbia,Vancouver,Suburban
l1010,Canada,British Columbia,Victoria,Rural
l1011,United States,Florida,Miami,Rural
l1012,United States,Arizona,Phoenix,Suburban
l1013,Germany,Hessen,Frankfurt,Urban
l1014,Canada,Quebec,Montreal,Suburban
l1015,Germany,Hessen,Frankfurt,Rural
l1016,Germany,Bremen,Bremen,Rural
l1017,Canada,Quebec,Montreal,Suburban
l1018,United Kingdom,Greater London,London,Rural
