product_id,product_line,coupon_response
p736,Computers and Home Office,Coupon 1
p737,Computers and Home Office,Coupon 2
p738,Computers and Home Office,Coupon 2
p739,Computers and Home Office,Coupon 2
p740,Computers and Home Office,Coupon 1
p741,Computers and Home Office,Coupon 1
p742,Computers and Home Office,Coupon 1
p743,Computers and Home Office,Coupon 1
p744,Computers and Home Office,Coupon 1
p745,Computers and Home Office,Coupon 1
p746,Computers and Home Office,Coupon 6
p747,Computers and Home Office,Coupon 4
p748,Computers and Home Office,Coupon 1
p749,Computers and Home Office,Coupon 1
p750,Computers and Home Office,Coupon 2
p751,Computers and Home Office,Coupon 2
p752,Computers and Home Office,Coupon 4
p753,Computers and Home Office,Coupon 4
p754,Computers and Home Office,Coupon 4
p755,Computers and Home Office,Coupon 2
p756,Computers and Home Office,Coupon 4
p757,Computers and Home Office,Coupon 2
p758,Computers and Home Office,Coupon 1
p759,Computers and Home Office,Coupon 2
p760,Computers and Home Office,Coupon 1
p761,Computers and Home Office,Coupon 4
p762,Computers and Home Office,Coupon 2
p763,Computers and Home Office,Coupon 1
p764,Computers and Home Office,Coupon 4
p765,Computers and Home Office,Coupon 1
p766,Computers and Home Office,Coupon 2
p767,Computers and Home Office,Coupon 2
p768,Computers and Home Office,Coupon 1
p769,Computers and Home Office,Coupon 2
p770,Computers and Home Office,Coupon 4
p771,Computers and Home Office,Coupon 2
p772,Computers and Home Office,Coupon 1
p773,Computers and Home Office,Coupon 2
p774,Computers and Home Office,Coupon 2
p775,Computers and Home Office,Coupon 2
p776,Computers and Home Office,Coupon 1
p777,Computers and Home Office,Coupon 1
p778,Computers and Home Office,Coupon 1
p779,Computers and Home Office,Coupon 2
p780,Computers and Home Office,Coupon 2
p781,Computers and Home Office,Coupon 2
p782,Computers and Home Office,Coupon 1
p783,Computers and Home Office,Coupon 1
p784,Computers and Home Office,Coupon 2
p785,Computers and Home Office,Coupon 4
p786,Computers and Home Office,Coupon 2
p787,Computers and Home Office,Coupon 1
p788,Computers and Home Office,Coupon 1
p789,Computers and Home Office,Coupon 4
p790,Computers and Home Office,Coupon 2
p791,Computers and Home Office,Coupon 1
p792,Computers and Home Office,Coupon 2
p793,Computers and Home Office,Coupon 2
p794,Computers and Home Office,Coupon 2
p795,Computers and Home Office,Coupon 1
p796,Computers and Home Office,Coupon 1
p797,Computers and Home Office,Coupon 4
p798,Computers and Home Office,Coupon 1
p799,Computers and Home Office,Coupon 1
p800,Computers and Home Office,Coupon 4
p801,Computers and Home Office,Coupon 1
p802,Computers and Home Office,Coupon 4
p803,Computers and Home Office,Coupon 1
p804,Computers and Home Office,Coupon 4
p805,Computers and Home Office,Coupon 4
p806,Computers and Home Office,Coupon 4
p807,Computers and Home Office,Coupon 4
p808,Computers and Home Office,Coupon 6
p809,Computers and Home Office,Coupon 3
p810,Computers and Home Office,Coupon 4
p811,Computers and Home Office,Coupon 1
p812,Computers and Home Office,Coupon 1
p813,Computers and Home Office,Coupon 4
p814,Computers and Home Office,Coupon 1
p815,Computers and Home Office,Coupon 1
p816,Computers and Home Office,Coupon 1
p817,Computers and Home Office,Coupon 4
p818,Computers and Home Office,Coupon 4
p819,Computers and Home Office,Coupon 1
p820,Computers and Home Office,Coupon 2
p821,Computers and Home Office,Coupon 2
p822,Computers and Home Office,Coupon 2
p823,Computers and Home Office,Coupon 1
p824,Computers and Home Office,Coupon 2
p825,Computers and Home Office,Coupon 1
p826,Computers and Home Office,Coupon 2
p827,Computers and Home Office,Coupon 3
p828,Computers and Home Office,Coupon 2
p829,Computers and Home Office,Coupon 1
p830,Computers and Home Office,Coupon 4
p831,Computers and Home Office,Coupon 2
p832,Computers and Home Office,Coupon 1
p833,Computers and Home Office,Coupon 1
p834,Computers and Home Office,Coupon 6
p835,Computers and Home Office,Coupon 1
p836,Computers and Home Office,Coupon 1
p837,Computers and Home Office,Coupon 1
p838,Computers and Home Office,Coupon 1
p839,Computers and Home Office,Coupon 1
p840,Computers and Home Office,Coupon 6
p841,Computers and Home Office,Coupon 2
p842,Computers and Home Office,Coupon 6
p843,Computers and Home Office,Coupon 1
p844,Computers and Home Office,Coupon 1
p845,Computers and Home Office,Coupon 4
p846,Computers and Home Office,Coupon 1
p847,Computers and Home Office,Coupon 2
p848,Computers and Home Office,Coupon 4
p849,Computers and Home Office,Coupon 2
p850,Computers and Home Office,Coupon 1
p851,Computers and Home Office,Coupon 4
p852,Computers and Home Office,Coupon 6
p853,Computers and Home Office,Coupon 1
p854,Computers and Home Office,Coupon 2
p855,Computers and Home Office,Coupon 6
p856,Computers and Home Office,Coupon 1
p857,Computers and Home Office,Coupon 1
p858,Computers and Home Office,Coupon 1
p859,Computers and Home Office,Coupon 2
p860,Computers and Home Office,Coupon 2
p861,Computers and Home Office,Coupon 1
p862,Computers and Home Office,Coupon 6
p863,Computers and Home Office,Coupon 1
p864,Computers and Home Office,Coupon 5
p865,Computers and Home Office,Coupon 1
p866,Computers and Home Office,Coupon 2
p867,Computers and Home Office,Coupon 1
p868,Computers and Home Office,Coupon 2
p869,Computers and Home Office,Coupon 4
p870,Computers and Home Office,Coupon 4
p871,Computers and Home Office,Coupon 4
p872,Computers and Home Office,Coupon 1
p873,Computers and Home Office,Coupon 3
p874,Computers and Home Office,Coupon 1
p875,Computers and Home Office,Coupon 1
p876,Computers and Home Office,Coupon 4
p877,Computers and Home Office,Coupon 1
p878,Computers and Home Office,Coupon 1
p879,Computers and Home Office,Coupon 2
p880,Computers and Home Office,Coupon 1
p881,Computers and Home Office,Coupon 4
p882,Computers and Home Office,Coupon 4
p883,Computers and Home Office,Coupon 1
p884,Computers and Home Office,Coupon 1
p885,Computers and Home Office,Coupon 1
p886,Computers and Home Office,Coupon 1
p887,Computers and Home Office,Coupon 2
p888,Computers and Home Office,Coupon 6
p889,Computers and Home Office,Coupon 1
p890,Computers and Home Office,Coupon 5
p891,Computers and Home Office,Coupon 1
p892,Computers and Home Office,Coupon 2
p893,Computers and Home Office,Coupon 1
p894,Computers and Home Office,Coupon 1
p895,Computers and Home Office,Coupon 1
p896,Computers and Home Office,Coupon 1
p897,Computers and Home Office,Coupon 1
p898,Computers and Home Office,Coupon 1
p899,Computers and Home Office,Coupon 1
p900,Computers and Home Office,Coupon 4
p901,Computers and Home Office,Coupon 6
p902,Computers and Home Office,Coupon 1
p903,Computers and Home Office,Coupon 1
p904,Computers and Home Office,Coupon 6
p905,Computers and Home Office,Coupon 1
p906,Computers and Home Office,Coupon 1
p907,Computers and Home Office,Coupon 1
p908,Computers and Home Office,Coupon 1
p909,Computers and Home Office,Coupon 4
p910,Computers and Home Office,Coupon 2
p911,Computers and Home Office,Coupon 2
p912,Computers and Home Office,Coupon 2
p913,Computers and Home Office,Coupon 1
p914,Computers and Home Office,Coupon 2
p915,Computers and Home Office,Coupon 4
p916,Computers and Home Office,Coupon 4
p917,Computers and Home Office,Coupon 4
p918,Computers and Home Office,Coupon 4
p919,Computers and Home Office,Coupon 6
p920,Computers and Home Office,Coupon 1
p921,Computers and Home Office,Coupon 4
p922,Computers and Home Office,Coupon 1
p923,Computers and Home Office,Coupon 4
p924,Computers and Home Office,Coupon 1
p925,Computers and Home Office,Coupon 1
p926,Computers and Home Office,Coupon 1
p927,Computers and Home Office,Coupon 2
p928,Computers and Home Office,Coupon 2
p929,Computers and Home Office,Coupon 6
p930,Computers and Home Office,Coupon 1
p931,Computers and Home Office,Coupon 1
p932,Computers and Home Office,Coupon 1
p933,Computers and Home Office,Coupon 2
p934,Computers and Home Office,Coupon 4
p935,Computers and Home Office,Coupon 1
p936,Computers and Home Office,Coupon 1
p937,Computers and Home Office,Coupon 2
p938,Computers and Home Office,Coupon 2
p939,Computers and Home Office,Coupon 1
p940,Computers and Home Office,Coupon 2
p941,Computers and Home Office,Coupon 4
p942,Computers and Home Office,Coupon 1
p943,Computers and Home Office,Coupon 1
p944,Computers and Home Office,Coupon 2
p945,Computers and Home Office,Coupon 4
p946,Computers and Home Office,Coupon 6
p947,Computers and Home Office,Coupon 1
p948,Computers and Home Office,Coupon 1
p949,Computers and Home Office,Coupon 1
p950,Computers and Home Office,Coupon 1
p951,Computers and Home Office,Coupon 4
p952,Computers and Home Office,Coupon 2
p953,Computers and Home Office,Coupon 6
p954,Computers and Home Office,Coupon 4
p955,Computers and Home Office,Coupon 6
p956,Computers and Home Office,Coupon 1
p957,Computers and Home Office,Coupon 4
p958,Computers and Home Office,Coupon 4
p959,Computers and Home Office,Coupon 6
p960,Computers and Home Office,Coupon 1
p961,Computers and Home Office,Coupon 1
p962,Computers and Home Office,Coupon 6
p963,Computers and Home Office,Coupon 6
p964,Computers and Home Office,Coupon 1
p965,Computers and Home Office,Coupon 1
p966,Computers and Home Office,Coupon 2
p967,Computers and Home Office,Coupon 2
p968,Computers and Home Office,Coupon 1
p969,Computers and Home Office,Coupon 4
p970,Computers and Home Office,Coupon 1
p971,Computers and Home Office,Coupon 1
p972,Computers and Home Office,Coupon 1
p973,Computers and Home Office,Coupon 1
p974,Computers and Home Office,Coupon 1
p975,Computers and Home Office,Coupon 4
p976,Computers and Home Office,Coupon 4
p977,Computers and Home Office,Coupon 1
p978,Computers and Home Office,Coupon 4
p979,Computers and Home Office,Coupon 1
p980,Computers and Home Office,Coupon 1
p981,Computers and Home Office,Coupon 6
p982,Computers and Home Office,Coupon 4
p983,Computers and Home Office,Coupon 2
p984,Computers and Home Office,Coupon 1
p985,Computers and Home Office,Coupon 2
p986,Computers and Home Office,Coupon 1
p987,Computers and Home Office,Coupon 1
p988,Computers and Home Office,Coupon 5
p989,Computers and Home Office,Coupon 1
p990,Computers and Home Office,Coupon 1
p991,Computers and Home Office,Coupon 4
p992,Computers and Home Office,Coupon 6
p993,Computers and Home Office,Coupon 5
p994,Computers and Home Office,Coupon 2
p995,Computers and Home Office,Coupon 4
p996,Computers and Home Office,Coupon 4
p997,Computers and Home Office,Coupon 1
p998,Computers and Home Office,Coupon 1
p999,Computers and Home Office,Coupon 2
p1000,Computers and Home Office,Coupon 1
p1001,Computers and Home Office,Coupon 2
p1002,Computers and Home Office,Coupon 1
p1003,Computers and Home Office,Coupon 1
p1004,Computers and Home Office,Coupon 1
p1005,Computers and Home Office,Coupon 2
p1006,Computers and Home Office,Coupon 1
p1007,Computers and Home Office,Coupon 1
p1008,Computers and Home Office,Coupon 4
p1009,Computers and Home Office,Coupon 1
p1010,Computers and Home Office,Coupon 1
p1011,Computers and Home Office,Coupon 2
p1012,Computers and Home Office,Coupon 1
p1013,Computers and Home Office,Coupon 2
p1014,Computers and Home Office,Coupon 2
p1015,Computers and Home Office,Coupon 1
p1016,Computers and Home Office,Coupon 6
p1017,Computers and Home Office,Coupon 4
p1018,Computers and Home Office,Coupon 4
p1019,Computers and Home Office,Coupon 1
p1020,Computers and Home Office,Coupon 1
p1021,Computers and Home Office,Coupon 4
p1022,Computers and Home Office,Coupon 2
p1023,Computers and Home Office,Coupon 2
p1024,Computers and Home Office,Coupon 4
p1025,Computers and Home Office,Coupon 4
p1026,Computers and Home Office,Coupon 1
p1027,Computers and Home Office,Coupon 1
p1028,Computers and Home Office,Coupon 1
p1029,Computers and Home Office,Coupon 1
p1030,Computers and Home Office,Coupon 4
p1031,Computers and Home Office,Coupon 1
p1032,Computers and Home Office,Coupon 1
p1033,Computers and Home Office,Coupon 2
p1034,Computers and Home Office,Coupon 4
p1035,Computers and Home Office,Coupon 2
p1036,Computers and Home Office,Coupon 1
p1037,Computers and Home Office,Coupon 1
p1038,Computers and Home Office,Coupon 2
p1039,Computers and Home Office,Coupon 1
p1040,Computers and Home Office,Coupon 4
p1041,Computers and Home Office,Coupon 1
p1042,Computers and Home Office,Coupon 1
p1043,Computers and Home Office,Coupon 1
p1044,Computers and Home Office,Coupon 4
p1045,Computers and Home Office,Coupon 6
p1046,Computers and Home Office,Coupon 1
p1047,Computers and Home Office,Coupon 1
p1048,Computers and Home Office,Coupon 1
p1049,Computers and Home Office,Coupon 1
p1050,Computers and Home Office,Coupon 2
p1051,Computers and Home Office,Coupon 2
p1052,Computers and Home Office,Coupon 4
p1053,Computers and Home Office,Coupon 1
p1054,Computers and Home Office,Coupon 1
p1055,Computers and Home Office,Coupon 1
p1056,Computers and Home Office,Coupon 1
p1057,Computers and Home Office,Coupon 1
p1058,Computers and Home Office,Coupon 2
p1059,Computers and Home Office,Coupon 4
p1060,Computers and Home Office,Coupon 1
p1061,Computers and Home Office,Coupon 1
p1062,Computers and Home Office,Coupon 2
p1063,Computers and Home Office,Coupon 2
p1064,Computers and Home Office,Coupon 1
p1065,Computers and Home Office,Coupon 1
p1066,Computers and Home Office,Coupon 1
p1067,Computers and Home Office,Coupon 2
p1068,Computers and Home Office,Coupon 4
p1069,Computers and Home Office,Coupon 1
p1070,Computers and Home Office,Coupon 1
p1071,Computers and Home Office,Coupon 2
p1072,Computers and Home Office,Coupon 1
p1073,Computers and Home Office,Coupon 2
p1074,Computers and Home Office,Coupon 1
p1075,Computers and Home Office,Coupon 6
p1076,Computers and Home Office,Coupon 4
p1077,Computers and Home Office,Coupon 2
p1078,Computers and Home Office,Coupon 2
p1079,Computers and Home Office,Coupon 1
p1080,Computers and Home Office,Coupon 2
p1081,Computers and Home Office,Coupon 1
p1082,Computers and Home Office,Coupon 1
p1083,Computers and Home Office,Coupon 4
p1084,Computers and Home Office,Coupon 2
p1085,Computers and Home Office,Coupon 6
p1086,Computers and Home Office,Coupon 1
p1087,Computers and Home Office,Coupon 4
p1088,Computers and Home Office,Coupon 2
p1089,Computers and Home Office,Coupon 2
p1090,Computers and Home Office,Coupon 1
p1091,Computers and Home Office,Coupon 1
p1092,Computers and Home Office,Coupon 3
p1093,Computers and Home Office,Coupon 1
p1094,Computers and Home Office,Coupon 1
p1095,Computers and Home Office,Coupon 2
p1096,Computers and Home Office,Coupon 1
p1097,Computers and Home Office,Coupon 2
