profile_id,month_as_member,education,marital_status
cp987,50,Bachelor,Married
cp988,61,Bachelor,Married
cp989,50,College,Married
cp990,55,College,Single
cp991,48,Bachelor,Single
cp992,54,Bachelor,Married
cp993,51,Bachelor,Married
cp994,52,High School or Below,Single
cp995,31,Bachelor,Single
cp996,53,College,Married
cp997,32,Bachelor,Married
cp998,62,Bachelor,Married
cp999,26,College,Single
cp1000,43,Bachelor,Married
cp1001,52,Bachelor,Married
cp1002,61,High School or Below,Married
cp1003,27,Bachelor,Divorced
cp1004,61,College,Single
cp1005,42,Bachelor,Single
cp1006,55,Bachelor,Married
cp1007,29,Bachelor,Married
cp1008,65,Doctor,Married
cp1009,27,Bachelor,Married
cp1010,54,College,Single
cp1011,34,High School or Below,Divorced
cp1012,65,Bachelor,Married
cp1013,58,High School or Below,Single
cp1014,70,Bachelor,Single
cp1015,43,Bachelor,Married
cp1016,29,Bachelor,Married
cp1017,36,Bachelor,Married
cp1018,40,Bachelor,Married
cp1019,52,Doctor,Married
cp1020,38,Bachelor,Married
cp1021,55,Bachelor,Married
cp1022,61,Bachelor,Married
cp1023,58,Bachelor,Married
cp1024,35,High School or Below,Married
cp1025,67,Master,Married
cp1026,53,Bachelor,Married
cp1027,42,Bachelor,Married
cp1028,34,Bachelor,Married
cp1029,58,Bachelor,Married
cp1030,49,Bachelor,Divorced
cp1031,50,College,Single
cp1032,50,Master,Single
cp1033,33,Bachelor,Married
cp1034,53,High School or Below,Married
cp1035,65,Doctor,Married
cp1036,69,Bachelor,Divorced
cp1037,56,Bachelor,Married
cp1038,55,Bachelor,Married
cp1039,57,Bachelor,Single
cp1040,50,College,Single
cp1041,58,College,Single
cp1042,53,College,Single
cp1043,53,Bachelor,Married
cp1044,50,Bachelor,Married
cp1045,60,College,Married
cp1046,48,College,Divorced
cp1047,44,Bachelor,Married
cp1048,62,Bachelor,Divorced
cp1049,48,College,Married
cp1050,69,Bachelor,Married
cp1051,57,Bachelor,Single
cp1052,42,Bachelor,Married
cp1053,31,Bachelor,Married
cp1054,59,Bachelor,Married
cp1055,32,College,Married
cp1056,47,Bachelor,Divorced
cp1057,38,Bachelor,Married
cp1058,52,Bachelor,Married
cp1059,65,Bachelor,Married
cp1060,39,Bachelor,Married
cp1061,42,Bachelor,Married
cp1062,42,Bachelor,Married
cp1063,67,College,Married
cp1064,47,Bachelor,Married
cp1065,49,Bachelor,Married
cp1066,44,Bachelor,Married
cp1067,47,Bachelor,Married
cp1068,36,Bachelor,Married
cp1069,49,Bachelor,Divorced
cp1070,66,Bachelor,Married
cp1071,53,College,Divorced
cp1072,55,Bachelor,Single
cp1073,66,High School or Below,Single
cp1074,39,Bachelor,Married
cp1075,66,Bachelor,Single
cp1076,42,Bachelor,Married
cp1077,41,Bachelor,Married
cp1078,52,High School or Below,Married
cp1079,38,Bachelor,Married
cp1080,58,Bachelor,Married
cp1081,61,College,Married
cp1082,46,Bachelor,Married
cp1083,67,College,Divorced
cp1084,52,Bachelor,Married
cp1085,69,Master,Married
cp1086,64,College,Single
cp1087,67,High School or Below,Married
cp1088,69,Bachelor,Married
cp1089,54,College,Single
cp1090,59,Bachelor,Married
cp1091,32,Bachelor,Married
cp1092,30,Bachelor,Single
cp1093,44,Bachelor,Divorced
cp1094,55,College,Single
cp1095,56,Bachelor,Married
cp1096,55,College,Divorced
cp1097,49,Bachelor,Single
cp1098,63,Bachelor,Married
cp1099,45,Bachelor,Married
cp1100,57,College,Married
cp1101,57,Bachelor,Married
cp1102,65,Bachelor,Divorced
cp1103,49,Bachelor,Married
cp1104,28,Bachelor,Married
cp1105,63,Bachelor,Married
cp1106,41,Bachelor,Married
cp1107,53,Bachelor,Divorced
cp1108,39,Bachelor,Married
cp1109,56,Bachelor,Married
cp1110,66,Bachelor,Single
cp1111,50,Bachelor,Married
cp1112,41,Bachelor,Married
cp1113,42,College,Married
cp1114,33,Bachelor,Married
cp1115,70,Bachelor,Single
cp1116,61,Bachelor,Divorced
cp1117,36,Bachelor,Married
cp1118,67,Bachelor,Divorced
cp1119,39,College,Single
cp1120,56,Bachelor,Divorced
cp1121,58,Master,Divorced
cp1122,66,Bachelor,Married
cp1123,44,College,Single
cp1124,50,Bachelor,Married
cp1125,53,Bachelor,Married
cp1126,51,Bachelor,Married
cp1127,64,Bachelor,Married
cp1128,47,Doctor,Married
cp1129,58,Bachelor,Married
cp1130,37,Bachelor,Married
cp1131,68,Bachelor,Married
cp1132,70,Bachelor,Single
cp1133,33,Bachelor,Divorced
cp1134,70,Bachelor,Single
cp1135,60,Bachelor,Divorced
cp1136,38,High School or Below,Married
cp1137,43,Bachelor,Married
cp1138,67,Master,Married
cp1139,35,Bachelor,Married
cp1140,63,Bachelor,Single
cp1141,50,Bachelor,Married
cp1142,42,Bachelor,Married
cp1143,66,Bachelor,Divorced
cp1144,50,High School or Below,Divorced
cp1145,59,College,Single
cp1146,65,Bachelor,Married
cp1147,50,Bachelor,Single
cp1148,58,College,Single
cp1149,44,Bachelor,Married
cp1150,31,Bachelor,Single
cp1151,41,Bachelor,Married
cp1152,37,Doctor,Married
cp1153,49,Bachelor,Married
cp1154,55,Bachelor,Married
cp1155,58,College,Single
cp1156,39,College,Single
cp1157,59,College,Married
cp1158,57,Bachelor,Married
cp1159,54,Bachelor,Married
cp1160,41,College,Single
cp1161,56,Bachelor,Married
cp1162,27,Master,Single
cp1163,54,Bachelor,Married
cp1164,33,Bachelor,Married
cp1165,35,High School or Below,Married
cp1166,32,High School or Below,Married
cp1167,58,Bachelor,Single
cp1168,44,Bachelor,Married
cp1169,50,High School or Below,Divorced
cp1170,53,Bachelor,Married
cp1171,58,Bachelor,Married
cp1172,56,Bachelor,Married
cp1173,58,Bachelor,Divorced
cp1174,57,Doctor,Divorced
cp1175,65,Master,Single
cp1176,61,Bachelor,Married
cp1177,56,College,Single
cp1178,52,Master,Divorced
cp1179,66,Bachelor,Divorced
cp1180,59,Bachelor,Single
cp1181,33,Bachelor,Single
cp1182,54,College,Married
cp1183,54,High School or Below,Married
cp1184,32,Bachelor,Single
cp1185,54,Bachelor,Divorced
cp1186,26,Master,Divorced
cp1187,70,Bachelor,Married
cp1188,66,Bachelor,Married
cp1189,41,Bachelor,Divorced
cp1190,36,Bachelor,Divorced
cp1191,61,Bachelor,Divorced
cp1192,45,Bachelor,Divorced
cp1193,52,Bachelor,Divorced
cp1194,43,Bachelor,Married
cp1195,44,Bachelor,Married
cp1196,57,High School or Below,Married
cp1197,42,Bachelor,Single
cp1198,62,Bachelor,Married
cp1199,41,Bachelor,Married
cp1200,62,Bachelor,Divorced
cp1201,46,College,Single
cp1202,62,Bachelor,Married
cp1203,38,Bachelor,Single
cp1204,53,College,Married
cp1205,66,Doctor,Divorced
cp1206,66,Bachelor,Married
cp1207,47,Bachelor,Married
cp1208,64,Bachelor,Married
cp1209,41,Bachelor,Single
cp1210,50,College,Married
cp1211,58,Bachelor,Married
cp1212,56,Bachelor,Married
cp1213,45,Bachelor,Married
cp1214,51,Bachelor,Married
cp1215,37,Bachelor,Married
cp1216,60,Bachelor,Married
cp1217,67,Bachelor,Married
cp1218,43,Bachelor,Married
cp1219,62,College,Single
cp1220,57,College,Married
cp1221,62,College,Single
cp1222,35,Bachelor,Married
cp1223,66,College,Single
cp1224,47,Bachelor,Single
cp1225,28,College,Single
cp1226,42,College,Single
cp1227,62,College,Single
cp1228,67,College,Single
cp1229,59,College,Single
cp1230,50,College,Single
cp1231,51,College,Married
cp1232,53,Bachelor,Single
cp1233,52,Bachelor,Married
cp1234,52,Bachelor,Married
cp1235,66,Bachelor,Married
cp1236,52,Bachelor,Divorced
cp1237,66,College,Married
cp1238,45,Bachelor,Married
cp1239,60,Bachelor,Married
cp1240,69,College,Single
cp1241,64,College,Single
cp1242,58,College,Married
cp1243,57,College,Single
cp1244,53,High School or Below,Married
cp1245,52,Bachelor,Single
cp1246,39,College,Married
cp1247,26,College,Married
cp1248,66,College,Single
cp1249,48,Bachelor,Married
cp1250,46,Bachelor,Married
cp1251,54,Bachelor,Single
cp1252,63,Bachelor,Married
cp1253,40,Doctor,Divorced
cp1254,67,Bachelor,Married
cp1255,64,Master,Single
cp1256,51,Bachelor,Single
cp1257,39,High School or Below,Married
cp1258,63,Bachelor,Married
cp1259,41,Bachelor,Married
cp1260,54,Bachelor,Divorced
cp1261,53,Bachelor,Divorced
cp1262,31,Bachelor,Married
cp1263,59,Bachelor,Married
cp1264,50,Bachelor,Married
cp1265,36,Bachelor,Divorced
cp1266,64,Bachelor,Married
cp1267,59,Bachelor,Married
cp1268,60,Bachelor,Married
cp1269,65,Bachelor,Married
cp1270,56,Bachelor,Married
cp1271,46,Bachelor,Married
cp1272,53,Bachelor,Divorced
cp1273,64,College,Single
cp1274,45,Bachelor,Married
cp1275,65,Bachelor,Single
cp1276,40,Bachelor,Single
cp1277,56,College,Married
cp1278,51,Bachelor,Married
cp1279,43,College,Single
cp1280,38,College,Single
cp1281,49,Bachelor,Married
cp1282,47,College,Divorced
cp1283,40,Doctor,Married
cp1284,38,Bachelor,Married
cp1285,49,Bachelor,Married
cp1286,58,Bachelor,Married
cp1287,66,College,Married
cp1288,48,Bachelor,Married
cp1289,59,College,Single
cp1290,61,College,Single
cp1291,49,Bachelor,Married
cp1292,30,Bachelor,Married
cp1293,64,College,Single
cp1294,61,Bachelor,Divorced
cp1295,37,College,Divorced
cp1296,66,Doctor,Married
cp1297,69,College,Single
cp1298,57,High School or Below,Single
cp1299,58,Bachelor,Married
cp1300,60,Bachelor,Married
cp1301,50,Bachelor,Married
cp1302,61,College,Single
cp1303,45,College,Single
cp1304,69,Bachelor,Divorced
cp1305,65,College,Single
cp1306,58,Bachelor,Single
cp1307,27,College,Single
cp1308,50,Bachelor,Divorced
cp1309,33,Bachelor,Married
cp1310,42,Bachelor,Married
cp1311,50,Bachelor,Divorced
cp1312,48,Bachelor,Married
cp1313,66,Bachelor,Single
cp1314,58,Doctor,Single
cp1315,30,Bachelor,Married
cp1316,52,Bachelor,Married
cp1317,35,Doctor,Divorced
cp1318,43,Master,Married
cp1319,46,Doctor,Divorced
cp1320,43,Bachelor,Married
cp1321,62,College,Married
cp1322,64,Bachelor,Single
cp1323,57,College,Married
cp1324,52,College,Single
cp1325,62,Bachelor,Divorced
cp1326,32,Bachelor,Married
cp1327,41,Doctor,Single
cp1328,56,Bachelor,Married
cp1329,49,Doctor,Married
cp1330,49,Bachelor,Single
cp1331,48,Bachelor,Single
cp1332,27,Bachelor,Married
cp1333,52,Bachelor,Single
cp1334,29,Bachelor,Married
cp1335,63,College,Divorced
cp1336,68,College,Married
cp1337,36,Bachelor,Married
cp1338,28,Bachelor,Married
cp1339,41,Bachelor,Married
cp1340,49,College,Single
cp1341,47,Bachelor,Married
cp1342,37,High School or Below,Married
cp1343,65,Bachelor,Married
cp1344,50,Bachelor,Married
cp1345,70,High School or Below,Divorced
cp1346,58,Bachelor,Married
cp1347,53,Bachelor,Married
cp1348,43,High School or Below,Married
cp1349,60,Bachelor,Married
cp1350,52,Bachelor,Divorced
cp1351,49,Bachelor,Divorced
cp1352,55,Doctor,Married
cp1353,69,Bachelor,Single
cp1354,55,Bachelor,Married
cp1355,55,College,Single
cp1356,46,College,Single
cp1357,28,High School or Below,Divorced
cp1358,45,College,Single
cp1359,38,Bachelor,Married
cp1360,29,Bachelor,Married
cp1361,65,Bachelor,Divorced
cp1362,53,Bachelor,Married
cp1363,42,Bachelor,Married
cp1364,46,College,Single
cp1365,70,College,Married
cp1366,27,Bachelor,Married
cp1367,30,Bachelor,Married
cp1368,49,Doctor,Married
cp1369,50,Bachelor,Divorced
cp1370,49,Bachelor,Single
cp1371,63,Bachelor,Divorced
cp1372,67,Bachelor,Married
cp1373,53,Bachelor,Single
cp1374,44,Bachelor,Married
cp1375,62,Bachelor,Married
cp1376,67,Bachelor,Single
cp1377,60,Bachelor,Married
cp1378,64,College,Divorced
cp1379,39,Bachelor,Married
cp1380,39,Master,Single
cp1381,59,Bachelor,Married
cp1382,53,Bachelor,Married
cp1383,54,Bachelor,Married
cp1384,44,College,Single
cp1385,53,Bachelor,Married
cp1386,47,Bachelor,Divorced
cp1387,41,College,Single
cp1388,55,Bachelor,Married
cp1389,70,Bachelor,Married
cp1390,38,College,Divorced
cp1391,55,High School or Below,Married
cp1392,52,College,Married
cp1393,60,Bachelor,Married
cp1394,60,Bachelor,Married
cp1395,56,Bachelor,Married
cp1396,46,Bachelor,Married
cp1397,50,Bachelor,Married
cp1398,65,Bachelor,Married
cp1399,53,High School or Below,Married
cp1400,50,Bachelor,Single
cp1401,37,Bachelor,Married
cp1402,52,Bachelor,Divorced
cp1403,61,Bachelor,Married
cp1404,63,Bachelor,Divorced
cp1405,61,Bachelor,Divorced
cp1406,40,Bachelor,Married
cp1407,51,Bachelor,Married
cp1408,53,Bachelor,Married
cp1409,39,Bachelor,Married
cp1410,61,Bachelor,Married
cp1411,38,College,Married
cp1412,57,Bachelor,Married
cp1413,53,Bachelor,Married
cp1414,63,Bachelor,Married
cp1415,30,Bachelor,Single
cp1416,57,College,Married
cp1417,70,Bachelor,Divorced
cp1418,36,College,Married
cp1419,58,Bachelor,Married
cp1420,40,Bachelor,Married
cp1421,59,Bachelor,Married
cp1422,57,Bachelor,Married
cp1423,62,Bachelor,Married
cp1424,47,Bachelor,Married
cp1425,28,Bachelor,Married
cp1426,27,Bachelor,Married
cp1427,27,Bachelor,Married
cp1428,62,Bachelor,Married
cp1429,52,College,Single
cp1430,52,Bachelor,Divorced
cp1431,61,Bachelor,Married
cp1432,36,Bachelor,Married
cp1433,27,High School or Below,Married
cp1434,52,Bachelor,Married
cp1435,50,Bachelor,Married
cp1436,65,Master,Single
cp1437,58,Bachelor,Married
cp1438,63,Bachelor,Divorced
cp1439,62,Bachelor,Married
cp1440,52,Bachelor,Divorced
cp1441,46,Doctor,Married
cp1442,46,Master,Married
cp1443,44,Bachelor,Divorced
cp1444,41,High School or Below,Married
cp1445,33,College,Married
cp1446,60,Bachelor,Single
cp1447,57,Bachelor,Married
cp1448,54,Bachelor,Single
cp1449,32,Bachelor,Divorced
cp1450,65,Bachelor,Married
cp1451,51,Bachelor,Married
cp1452,45,Bachelor,Married
cp1453,47,College,Married
cp1454,64,Bachelor,Single
cp1455,62,Doctor,Married
cp1456,28,Bachelor,Single
cp1457,61,Bachelor,Single
cp1458,46,Bachelor,Married
cp1459,49,Bachelor,Single
cp1460,57,College,Married
cp1461,48,Bachelor,Married
cp1462,42,Bachelor,Married
cp1463,59,College,Single
cp1464,43,Bachelor,Single
cp1465,46,Bachelor,Single
cp1466,52,Bachelor,Single
cp1467,46,Bachelor,Married
cp1468,52,Bachelor,Single
cp1469,37,Bachelor,Married
cp1470,64,Bachelor,Married
cp1471,68,Bachelor,Single
cp1472,39,Bachelor,Married
cp1473,48,Bachelor,Single
cp1474,38,College,Single
cp1475,62,Bachelor,Married
cp1476,42,Bachelor,Married
cp1477,60,High School or Below,Married
cp1478,65,Bachelor,Married
cp1479,61,Bachelor,Single
cp1480,52,High School or Below,Married
cp1481,43,Bachelor,Married
cp1482,43,Bachelor,Single
cp1483,53,Bachelor,Married
cp1484,61,Bachelor,Single
cp1485,56,High School or Below,Married
cp1486,35,Bachelor,Married
cp1487,65,Bachelor,Married
cp1488,55,College,Divorced
cp1489,66,Bachelor,Married
cp1490,33,College,Single
cp1491,64,Bachelor,Married
cp1492,44,Bachelor,Single
cp1493,56,Doctor,Divorced
cp1494,40,College,Divorced
cp1495,29,Bachelor,Divorced
cp1496,41,Bachelor,Divorced
cp1497,59,College,Single
cp1498,58,College,Single
cp1499,37,Bachelor,Married
cp1500,29,College,Single
cp1501,57,Bachelor,Divorced
cp1502,67,Bachelor,Married
cp1503,49,College,Married
cp1504,36,College,Single
cp1505,53,College,Married
cp1506,61,Bachelor,Single
cp1507,67,Master,Married
cp1508,43,College,Single
cp1509,57,Bachelor,Single
cp1510,63,Bachelor,Single
cp1511,61,College,Single
cp1512,68,Master,Married
cp1513,42,Bachelor,Married
cp1514,56,College,Married
cp1515,56,Bachelor,Divorced
cp1516,58,Bachelor,Married
cp1517,29,Bachelor,Married
cp1518,64,Bachelor,Single
cp1519,59,Bachelor,Married
cp1520,58,Bachelor,Married
cp1521,31,Bachelor,Married
cp1522,35,Bachelor,Married
cp1523,39,Bachelor,Married
cp1524,65,Bachelor,Married
cp1525,53,Bachelor,Married
cp1526,41,College,Married
cp1527,48,Bachelor,Single
cp1528,32,Bachelor,Married
cp1529,58,Bachelor,Married
cp1530,52,Master,Single
cp1531,44,Bachelor,Married
cp1532,49,Bachelor,Divorced
cp1533,46,Bachelor,Divorced
cp1534,35,College,Divorced
cp1535,53,College,Married
cp1536,43,Bachelor,Divorced
cp1537,53,College,Single
cp1538,53,Bachelor,Married
cp1539,25,Bachelor,Married
cp1540,51,College,Married
cp1541,45,Bachelor,Married
cp1542,40,High School or Below,Married
cp1543,63,Bachelor,Divorced
cp1544,43,Bachelor,Divorced
cp1545,39,College,Single
cp1546,31,Bachelor,Married
cp1547,58,Bachelor,Single
cp1548,61,College,Single
cp1549,46,Bachelor,Divorced
cp1550,65,High School or Below,Single
cp1551,27,Bachelor,Married
cp1552,33,High School or Below,Married
cp1553,34,Bachelor,Married
cp1554,64,High School or Below,Divorced
cp1555,70,Bachelor,Married
cp1556,26,Bachelor,Single
cp1557,58,Bachelor,Married
cp1558,50,College,Married
cp1559,59,Bachelor,Single
cp1560,59,College,Single
cp1561,40,Bachelor,Married
cp1562,70,Bachelor,Married
cp1563,60,College,Single
cp1564,56,Bachelor,Married
cp1565,70,College,Single
cp1566,50,College,Single
cp1567,48,Bachelor,Married
cp1568,58,Bachelor,Divorced
cp1569,44,Bachelor,Married
cp1570,50,Doctor,Married
cp1571,42,Master,Married
cp1572,58,Doctor,Single
cp1573,53,Bachelor,Married
cp1574,53,Bachelor,Married
cp1575,37,Bachelor,Married
cp1576,64,Bachelor,Married
cp1577,49,Bachelor,Married
cp1578,50,Bachelor,Married
cp1579,64,Bachelor,Single
cp1580,63,Bachelor,Single
cp1581,66,Master,Divorced
cp1582,32,Master,Married
cp1583,70,Bachelor,Married
cp1584,43,Bachelor,Married
cp1585,70,Bachelor,Divorced
cp1586,47,Bachelor,Single
cp1587,61,Bachelor,Married
cp1588,54,College,Single
cp1589,32,Doctor,Married
cp1590,65,Bachelor,Married
cp1591,64,Bachelor,Married
cp1592,37,Bachelor,Single
cp1593,30,Bachelor,Married
cp1594,48,Bachelor,Married
cp1595,70,Bachelor,Married
cp1596,30,Bachelor,Married
cp1597,36,Master,Married
cp1598,63,Bachelor,Single
cp1599,40,Bachelor,Married
cp1600,43,Bachelor,Divorced
cp1601,49,Bachelor,Married
cp1602,54,Bachelor,Divorced
cp1603,66,Bachelor,Married
cp1604,32,High School or Below,Divorced
cp1605,51,Bachelor,Married
cp1606,48,Bachelor,Married
cp1607,43,Bachelor,Married
cp1608,40,College,Single
cp1609,64,Bachelor,Married
cp1610,32,Bachelor,Single
cp1611,46,Bachelor,Married
cp1612,49,College,Single
cp1613,56,College,Divorced
cp1614,48,Bachelor,Single
cp1615,41,Bachelor,Married
cp1616,60,College,Married
cp1617,59,Bachelor,Married
cp1618,33,Bachelor,Married
cp1619,47,Bachelor,Married
cp1620,56,Bachelor,Married
cp1621,52,Doctor,Married
cp1622,58,Bachelor,Married
cp1623,39,College,Single
cp1624,53,Bachelor,Married
cp1625,70,Bachelor,Married
cp1626,60,College,Single
cp1627,64,Bachelor,Married
cp1628,52,Bachelor,Married
cp1629,55,Bachelor,Married
cp1630,29,Master,Married
cp1631,56,College,Single
cp1632,41,Bachelor,Single
cp1633,29,College,Married
cp1634,37,Bachelor,Married
cp1635,51,Bachelor,Single
cp1636,67,Doctor,Divorced
cp1637,65,College,Married
cp1638,50,Bachelor,Married
cp1639,53,College,Single
cp1640,63,Bachelor,Divorced
cp1641,32,College,Single
cp1642,56,Doctor,Married
